,日期,Close,價平買權次週每日結算價,價平買權近週每日結算價,價平賣權次週每日結算價,價平賣權近週每日結算價,Implied volatility of Call,Implied volatility of Put,Signal of Long Call,Signal of Long Put,Signal of Long Call_E,Signal of Long Put_E
294,2021-04-07,14782,142.0,390.0,101.0,0.1,0.17341735873419564,0.12334614952220957,0,0,0,0
295,2021-04-08,14694,,225.0,,31.5,,,0,0,0,0
296,2021-04-09,14690,,159.0,,51.0,,,0,0,0,0
297,2021-04-12,14648,,133.0,,33.0,,,0,0,0,0
298,2021-04-13,14712,,90.0,,25.0,,,0,0,0,0
299,2021-04-14,14924,141.0,67.0,130.0,0.2,0.17055768520600717,0.15725176650199246,0,0,0,0
300,2021-04-15,15011,,281.0,,58.0,,,0,0,0,0
301,2021-04-16,15124,,327.0,,21.0,,,0,0,0,0
302,2021-04-19,15175,,425.0,,5.3,,,0,0,0,0
303,2021-04-20,15053,,475.0,,1.7,,,0,0,0,0
304,2021-04-21,15024,195.0,381.0,115.0,0.2,0.2343076440970183,0.138181431134139,0,0,0,0
305,2021-04-22,15173,,166.0,,119.0,,,0,0,0,0
306,2021-04-23,15444,,232.0,,47.5,,,0,0,0,0
307,2021-04-26,15488,,462.0,,6.8,,,0,0,0,0
308,2021-04-27,15451,,505.0,,1.1,,,0,0,0,0
309,2021-04-28,15487,176.0,444.0,115.0,0.1,0.20515532329175806,0.13405035328722825,0,0,0,0
310,2021-04-29,15172,,172.0,,78.0,,,0,0,0,0
311,2021-05-03,14849,,19.0,,233.0,,,0,0,0,0
312,2021-05-04,14683,,0.9,,535.0,,,0,0,0,0
313,2021-05-05,14863,222.0,0.1,183.0,610.0,0.2696397510841134,0.22227060562339085,0,1,0,1
314,2021-05-06,15201,,297.0,,86.0,,,0,0,0,1
315,2021-05-07,15147,,560.0,,13.5,,,0,0,0,1
316,2021-05-10,14479,,500.0,,5.1,,,0,0,0,1
317,2021-05-11,13615,,49.0,,193.0,,,0,0,0,1
318,2021-05-12,13484,429.0,0.5,332.0,855.0,0.5743491322166958,0.44448464311408625,1,1,1,1
319,2021-05-13,13684,,259.0,,295.0,,,0,0,1,1
320,2021-05-14,13181,,334.0,,168.0,,,0,0,1,1
321,2021-05-17,14065,,76.0,,414.0,,,0,0,1,1
322,2021-05-18,14001,,565.0,,18.5,,,0,0,1,1
323,2021-05-19,13953,316.0,540.0,258.0,0.2,0.40884332280079405,0.33380245975507866,1,1,1,1
324,2021-05-20,14238,,260.0,,245.0,,,0,0,1,1
325,2021-05-21,14270,,402.0,,108.0,,,0,0,1,1
326,2021-05-24,14563,,385.0,,62.0,,,0,0,1,1
327,2021-05-25,14593,,600.0,,5.1,,,0,0,1,1
328,2021-05-26,14512,214.0,635.0,172.0,0.2,0.26620972974143803,0.2139629603529315,0,1,0,1
329,2021-05-27,14842,,163.0,,204.0,,,0,0,0,1
330,2021-05-28,14990,,343.0,,62.0,,,0,0,0,1
331,2021-05-31,15110,,454.0,,20.5,,,0,0,0,1
332,2021-06-01,15081,,560.0,,2.0,,,0,0,0,1
333,2021-06-02,15205,236.0,530.0,157.0,0.2,0.2801966892130997,0.1864020347731214,0,1,0,1
334,2021-06-03,15082,,290.0,,88.0,,,0,0,0,1
335,2021-06-04,15069,,201.0,,122.0,,,0,0,0,1
336,2021-06-07,15069,,164.0,,99.0,,,0,0,0,1
337,2021-06-08,14938,,112.0,,50.0,,,0,0,0,1
338,2021-06-09,15136,184.0,0.1,173.0,103.0,0.21945431515426048,0.206334763704821,0,1,0,1
339,2021-06-10,15196,,274.0,,64.0,,,0,0,0,1
340,2021-06-11,15376,,301.0,,32.0,,,0,0,0,1
341,2021-06-15,15343,,450.0,,2.4,,,0,0,0,1
342,2021-06-16,15399,216.0,397.0,98.0,0.1,0.2532203781801809,0.1148870234336006,0,0,0,0
343,2021-06-17,15358,,253.0,,63.0,,,0,0,0,0
344,2021-06-18,15067,,201.0,,64.0,,,0,0,0,0
345,2021-06-21,15130,,47.5,,178.0,,,0,0,0,0
346,2021-06-22,15371,,32.0,,99.0,,,0,0,0,0
347,2021-06-23,15442,208.0,147.0,116.0,0.1,0.24316284038603653,0.13561004559990497,0,0,0,0
348,2021-06-24,15527,,231.0,,69.0,,,0,0,0,0
349,2021-06-25,15637,,280.0,,41.0,,,0,0,0,0
350,2021-06-28,15634,,354.0,,11.0,,,0,0,0,0
351,2021-06-29,15816,,358.0,,3.5,,,0,0,0,0
352,2021-06-30,15750,172.0,491.0,108.0,0.2,0.1971447924216979,0.12378859059036845,0,0,0,0
353,2021-07-01,15753,,134.0,,124.0,,,0,0,0,0
354,2021-07-02,16000,,113.0,,110.0,,,0,0,0,0
355,2021-07-05,15979,,245.0,,18.5,,,0,0,0,0
356,2021-07-06,15930,,225.0,,8.3,,,0,0,0,0
357,2021-07-07,15927,173.0,100.0,117.0,0.3,0.19608733493038052,0.13261397795869664,0,0,0,0
358,2021-07-08,15765,,153.0,,105.0,,,0,0,0,0
359,2021-07-09,15930,,65.0,,173.0,,,0,0,0,0
360,2021-07-12,15973,,106.0,,70.0,,,0,0,0,0
361,2021-07-13,15975,,103.0,,34.5,,,0,0,0,0
362,2021-07-14,16125,165.0,0.2,141.0,4.3,0.18472328440810795,0.15785444303965587,0,0,0,0
363,2021-07-15,16028,,244.0,,72.0,,,0,0,0,0
364,2021-07-16,15897,,145.0,,70.0,,,0,0,0,0
365,2021-07-19,15662,,68.0,,124.0,,,0,0,0,0
366,2021-07-20,15601,,4.2,,295.0,,,0,0,0,0
367,2021-07-21,15732,288.0,0.4,118.0,420.0,0.3304806003556747,0.13540524597906117,1,0,1,0
368,2021-07-22,15732,,319.0,,47.0,,,0,0,1,0
369,2021-07-23,15529,,313.0,,37.5,,,0,0,1,0
370,2021-07-26,15494,,153.0,,55.0,,,0,0,1,0
371,2021-07-27,15291,,85.0,,53.0,,,0,0,1,0
372,2021-07-28,15653,269.0,0.3,153.0,178.0,0.31023594529491655,0.17645390197071462,1,1,1,1
373,2021-07-29,15500,,485.0,,30.0,,,0,0,1,1
374,2021-07-30,15793,,358.0,,55.0,,,0,0,1,1
375,2021-08-02,15808,,575.0,,5.9,,,0,0,1,1
376,2021-08-03,15897,,600.0,,1.8,,,0,0,1,1
377,2021-08-04,15870,174.0,655.0,108.0,655.0,0.19792914216954,0.12285257100178343,0,0,0,0
378,2021-08-05,15765,,147.0,,104.0,,,0,0,0,0
379,2021-08-06,15732,,82.0,,143.0,,,0,0,0,0
380,2021-08-09,15621,,41.5,,139.0,,,0,0,0,0
381,2021-08-10,15496,,3.0,,217.0,,,0,0,0,0
382,2021-08-11,15484,169.0,0.1,146.0,379.0,0.19703390417582378,0.170218639110475,0,1,0,1
383,2021-08-12,15262,,143.0,,133.0,,,0,0,0,1
384,2021-08-13,15100,,39.0,,255.0,,,0,0,0,1
385,2021-08-16,14904,,7.0,,388.0,,,0,0,0,1
386,2021-08-17,15137,,1.4,,575.0,,,0,0,0,1
387,2021-08-18,14764,194.0,0.1,123.0,362.0,0.23721115836624043,0.15039676535591534,0,0,0,0
388,2021-08-19,14624,,47.5,,351.0,,,0,0,0,0
389,2021-08-20,15115,,18.0,,463.0,,,0,0,0,0
390,2021-08-23,15217,,127.0,,86.0,,,0,0,0,0
391,2021-08-24,15398,,157.0,,22.0,,,0,0,0,0
392,2021-08-25,15429,183.0,309.0,139.0,0.1,0.21411679378964665,0.16263516031016875,0,0,0,0
393,2021-08-26,15608,,198.0,,112.0,,,0,0,0,0
394,2021-08-27,15771,,297.0,,46.0,,,0,0,0,0
395,2021-08-30,15891,,425.0,,8.4,,,0,0,0,0
396,2021-08-31,15910,,530.0,,1.7,,,0,0,0,0
397,2021-09-01,15755,174.0,545.0,121.0,0.2,0.19937388043355123,0.13864505478425115,0,0,0,0
398,2021-09-02,15944,,84.0,,195.0,,,0,0,0,0
399,2021-09-03,15929,,165.0,,91.0,,,0,0,0,0
400,2021-09-06,15860,,114.0,,62.0,,,0,0,0,0
401,2021-09-07,15696,,52.0,,64.0,,,0,0,0,0
402,2021-09-08,15674,167.0,0.1,159.0,258.0,0.19234196546316182,0.183127979093669,0,1,0,1
403,2021-09-09,15909,,146.0,,156.0,,,0,0,0,1
404,2021-09-10,15877,,271.0,,43.5,,,0,0,0,1
405,2021-09-13,15898,,220.0,,30.0,,,0,0,0,1
406,2021-09-14,15822,,220.0,,9.5,,,0,0,0,1
407,2021-09-15,15741,156.0,132.0,102.0,0.1,0.17890797509248982,0.11697829140662797,0,0,0,0
408,2021-09-16,15788,,97.0,,117.0,,,0,0,0,0
409,2021-09-17,15394,,94.0,,79.0,,,0,0,0,0
410,2021-09-22,15574,194.0,0.1,174.0,383.0,0.22487386298440823,0.20169099051178885,0,1,0,1
411,2021-09-23,15742,,270.0,,65.0,,,0,0,0,1
412,2021-09-24,15786,,382.0,,21.5,,,0,0,0,1
413,2021-09-27,15664,,415.0,,6.3,,,0,0,0,1
414,2021-09-28,15312,,292.0,,5.4,,,0,0,0,1
415,2021-09-29,15413,202.0,0.1,163.0,76.0,0.23659284788649868,0.19091403072029348,0,1,0,1
416,2021-09-30,15012,,240.0,,96.0,,,0,0,0,1
417,2021-10-01,14855,,46.0,,296.0,,,0,0,0,1
418,2021-10-04,14889,,8.7,,418.0,,,0,0,0,1
419,2021-10-05,14856,,1.9,,381.0,,,0,0,0,1
420,2021-10-06,15193,198.0,0.1,172.0,438.0,0.2352659483510096,0.2043724399816851,0,1,0,1
421,2021-10-07,15119,,409.0,,50.0,,,0,0,0,1
422,2021-10-08,14913,,338.0,,53.0,,,0,0,0,1
423,2021-10-12,14815,,130.0,,50.0,,,0,0,0,1
424,2021-10-13,14896,216.0,20.0,194.0,0.1,0.26177098574091073,0.23510912608211423,0,1,0,1
425,2021-10-14,15274,,222.0,,118.0,,,0,0,0,1
426,2021-10-15,15215,,496.0,,15.5,,,0,0,0,1
427,2021-10-18,15397,,430.0,,9.3,,,0,0,0,1
428,2021-10-19,15409,,605.0,,1.4,,,0,0,0,1
429,2021-10-20,15337,180.0,585.0,113.0,0.1,0.21187002040797887,0.1330072905894534,0,0,0,0
430,2021-10-21,15375,,119.0,,131.0,,,0,0,0,0
431,2021-10-22,15413,,120.0,,95.0,,,0,0,0,0
432,2021-10-25,15566,,116.0,,50.0,,,0,0,0,0
433,2021-10-26,15590,,215.0,,7.1,,,0,0,0,0
434,2021-10-27,15561,151.0,207.0,114.0,0.1,0.17517691163541793,0.1322527677247526,0,0,0,0
435,2021-10-28,15468,,117.0,,111.0,,,0,0,0,0
436,2021-10-29,15602,,67.0,,151.0,,,0,0,0,0
437,2021-11-01,15569,,102.0,,57.0,,,0,0,0,0
438,2021-11-02,15613,,55.0,,46.5,,,0,0,0,0
439,2021-11-03,15595,157.0,62.0,108.0,0.2,0.18174048981887211,0.12501893567158084,0,0,0,0
440,2021-11-04,15791,,127.0,,98.0,,,0,0,0,0
441,2021-11-05,15945,,253.0,,27.0,,,0,0,0,0
442,2021-11-08,16073,,378.0,,3.5,,,0,0,0,0
443,2021-11-09,16076,,500.0,,1.4,,,0,0,0,0
444,2021-11-10,15995,125.0,500.0,120.0,0.3,0.14107926535189694,0.13543609473782106,0,0,0,0
445,2021-11-11,16066,,75.0,,152.0,,,0,0,0,0
446,2021-11-12,16186,,90.0,,96.0,,,0,0,0,0
447,2021-11-15,16220,,145.0,,29.0,,,0,0,0,0
448,2021-11-16,16300,,159.0,,7.3,,,0,0,0,0
449,2021-11-17,16398,123.0,172.0,93.0,0.2,0.1354102844075335,0.1023833857715497,0,0,0,0
450,2021-11-18,16391,,175.0,,56.0,,,0,0,0,0
451,2021-11-19,16375,,160.0,,50.0,,,0,0,0,0
452,2021-11-22,16198,,132.0,,39.0,,,0,0,0,0
453,2021-11-23,16219,,14.5,,92.0,,,0,0,0,0
454,2021-11-24,16212,137.0,0.1,95.0,100.0,0.15255322494675155,0.10578508299227297,0,0,0,0
455,2021-11-25,15881,,122.0,,82.0,,,0,0,0,0
456,2021-11-26,15850,,13.0,,308.0,,,0,0,0,0
457,2021-11-29,15869,,5.6,,330.0,,,0,0,0,0
458,2021-11-30,16123,,2.0,,300.0,,,0,0,0,0
459,2021-12-01,16243,174.0,0.3,125.0,35.0,0.19338394916152185,0.1389252508344266,0,0,0,0
460,2021-12-02,16245,,245.0,,78.0,,,0,0,0,0
461,2021-12-03,16231,,232.0,,64.0,,,0,0,0,0
462,2021-12-06,16334,,200.0,,40.0,,,0,0,0,0
463,2021-12-07,16392,,274.0,,5.3,,,0,0,0,0
464,2021-12-08,16449,137.0,331.0,134.0,0.3,0.15035521203943925,0.1470627621407654,0,0,0,0
465,2021-12-09,16357,,145.0,,85.0,,,0,0,0,0
466,2021-12-10,16292,,85.0,,117.0,,,0,0,0,0
467,2021-12-13,16141,,30.5,,127.0,,,0,0,0,0
468,2021-12-14,16196,,2.7,,253.0,,,0,0,0,0
469,2021-12-15,16402,178.0,0.1,99.0,221.0,0.19591180937741215,0.10896218611440339,0,0,0,0
470,2021-12-16,16383,,302.0,,23.5,,,0,0,0,0
471,2021-12-17,16180,,286.0,,30.0,,,0,0,0,0
472,2021-12-20,16394,,128.0,,70.0,,,0,0,0,0
473,2021-12-21,16430,,270.0,,4.2,,,0,0,0,0
474,2021-12-22,16549,140.0,266.0,84.0,0.1,0.1527192211746947,0.09163153270481682,0,0,0,0
475,2021-12-23,16555,,212.0,,39.5,,,0,0,0,0
476,2021-12-24,16668,,198.0,,24.0,,,0,0,0,0
477,2021-12-27,16804,,290.0,,6.2,,,0,0,0,0
478,2021-12-28,16872,,415.0,,1.3,,,0,0,0,0
479,2021-12-29,16807,137.0,470.0,95.0,0.1,0.14715254851173534,0.10204008838405007,0,0,0,0
480,2022-01-04,17078,,280.0,,2.8,,,0,0,0,0
481,2022-01-05,16935,146.0,216.0,104.0,0.1,0.15563421363959815,0.11086272752409732,0,0,0,0
482,2022-01-06,16744,,72.0,,173.0,,,0,0,0,0
483,2022-01-07,16858,,20.0,,312.0,,,0,0,0,0
484,2022-01-10,16877,,16.5,,198.0,,,0,0,0,0
485,2022-01-11,16974,,7.0,,163.0,,,0,0,0,0
486,2022-01-12,17023,153.0,0.3,127.0,133.0,0.16225300637652565,0.13468060006417487,0,0,0,0
487,2022-01-13,16958,,171.0,,96.0,,,0,0,0,0
488,2022-01-14,17106,,108.0,,96.0,,,0,0,0,0
489,2022-01-17,16948,,185.0,,25.5,,,0,0,0,0
490,2022-01-18,16782,,56.0,,58.0,,,0,0,0,0
491,2022-01-19,16860,217.0,0.1,144.0,132.0,0.23234834557479447,0.15418507724778988,0,0,0,0
492,2022-01-20,16532,,230.0,,78.0,,,0,0,0,0
493,2022-01-21,16593,,55.0,,232.0,,,0,0,0,0
494,2022-01-24,16310,,40.0,,154.0,,,0,0,0,0
495,2022-01-25,16260,,2.7,,400.0,,,0,0,0,0
496,2022-02-07,16578,124.0,281.0,65.0,0.2,0.13502897493721575,0.07078131750741148,0,0,0,0
497,2022-02-08,16800,,120.0,,20.5,,,0,0,0,0
498,2022-02-09,16970,134.0,296.0,116.0,0.1,0.14254775335612552,0.12339954768142208,0,0,0,0
499,2022-02-10,16909,,235.0,,47.0,,,0,0,0,0
500,2022-02-11,16613,,196.0,,72.0,,,0,0,0,0
501,2022-02-14,16591,,37.0,,213.0,,,0,0,0,0
502,2022-02-15,16886,,9.5,,206.0,,,0,0,0,0
503,2022-02-16,16915,172.0,55.0,125.0,0.1,0.1835666852285984,0.13340602124171394,0,0,0,0
504,2022-02-17,16898,,178.0,,109.0,,,0,0,0,0
505,2022-02-18,16883,,154.0,,103.0,,,0,0,0,0
506,2022-02-21,16551,,119.0,,78.0,,,0,0,0,0
507,2022-02-22,16713,,4.0,,290.0,,,0,0,0,0
508,2022-02-23,16184,189.0,0.1,117.0,124.0,0.21082075062697914,0.13050808372146327,0,0,0,0
509,2022-02-24,16281,,24.0,,478.0,,,0,0,0,0
510,2022-02-25,16603,,13.5,,372.0,,,0,0,0,0
511,2022-03-01,16509,,31.0,,102.0,,,0,0,0,0
512,2022-03-02,16600,215.0,0.2,148.0,104.0,0.23381253619290226,0.1609500249141839,0,0,0,0
513,2022-03-03,16339,,252.0,,101.0,,,0,0,0,0
514,2022-03-04,15729,,104.0,,208.0,,,0,0,0,0
515,2022-03-07,15378,,3.6,,700.0,,,0,0,0,0
516,2022-03-08,15620,,0.8,,1040.0,,,0,0,0,0
517,2022-03-09,16107,253.0,0.1,201.0,750.0,0.28355890029120684,0.225278019598943,0,1,0,1
518,2022-03-10,15897,,600.0,,54.0,,,0,0,0,1
519,2022-03-11,15911,,399.0,,77.0,,,0,0,0,1
520,2022-03-14,15556,,366.0,,32.0,,,0,0,0,1
521,2022-03-15,15658,,86.0,,102.0,,,0,0,0,1
522,2022-03-16,16170,264.0,37.0,196.0,0.1,0.29473473950087725,0.21881821569004525,0,1,0,1
523,2022-03-17,16119,,605.0,,28.5,,,0,0,0,1
524,2022-03-18,16217,,545.0,,25.0,,,0,0,0,1
525,2022-03-21,16248,,625.0,,5.7,,,0,0,0,1
526,2022-03-22,16425,,655.0,,1.0,,,0,0,0,1
527,2022-03-23,16395,147.0,805.0,123.0,0.1,0.16186141572314874,0.13543506213569587,0,0,0,0
528,2022-03-24,16347,,117.0,,125.0,,,0,0,0,0
529,2022-03-25,16163,,80.0,,133.0,,,0,0,0,0
530,2022-03-28,16272,,7.5,,251.0,,,0,0,0,0
531,2022-03-29,16466,,6.3,,141.0,,,0,0,0,0
532,2022-03-30,16360,153.0,58.0,97.0,0.1,0.16882841855425404,0.10703501045596497,0,0,0,0
533,2022-03-31,16283,,95.0,,132.0,,,0,0,0,0
534,2022-04-01,16231,,39.5,,162.0,,,0,0,0,0
535,2022-04-06,15868,154.0,0.1,133.0,188.0,0.17520074554714046,0.15130973479071222,0,0,0,0
536,2022-04-07,16030,,26.0,,370.0,,,0,0,0,0
537,2022-04-08,15763,,39.0,,224.0,,,0,0,0,0
538,2022-04-11,15726,,3.1,,442.0,,,0,0,0,0
539,2022-04-12,16042,,0.7,,490.0,,,0,0,0,0
540,2022-04-13,16021,158.0,0.1,142.0,189.0,0.17803479442729792,0.16000595448529306,0,0,0,0
541,2022-04-14,15706,,139.0,,140.0,,,0,0,0,0
542,2022-04-15,15610,,18.0,,338.0,,,0,0,0,0
543,2022-04-18,15730,,4.7,,420.0,,,0,0,0,0
544,2022-04-19,15829,,1.2,,300.0,,,0,0,0,0
545,2022-04-20,15883,175.0,0.1,131.0,175.0,0.19890373286060745,0.14889365145565472,0,0,0,0
546,2022-04-21,15749,,184.0,,91.0,,,0,0,0,0
547,2022-04-22,15329,,92.0,,127.0,,,0,0,0,0
548,2022-04-25,15342,,4.2,,453.0,,,0,0,0,0
549,2022-04-26,15044,,1.2,,435.0,,,0,0,0,0
550,2022-04-27,15145,220.0,0.1,158.0,750.0,0.2622351016688228,0.18833248210760908,0,1,0,1
551,2022-04-28,15338,,264.0,,111.0,,,0,0,0,1
552,2022-04-29,15229,,386.0,,39.0,,,0,0,0,1
553,2022-05-03,15276,,267.0,,16.0,,,0,0,0,1
554,2022-05-04,15442,196.0,291.0,161.0,0.1,0.22913421497914985,0.18821739087573022,0,1,0,1
555,2022-05-05,15113,,261.0,,56.0,,,0,0,0,1
556,2022-05-06,14784,,74.0,,201.0,,,0,0,0,1
557,2022-05-09,14795,,4.3,,456.0,,,0,0,0,1
558,2022-05-10,14764,,1.4,,435.0,,,0,0,0,1
559,2022-05-11,14387,193.0,0.2,184.0,473.0,0.24217231106726528,0.230879301742885,0,1,0,1
560,2022-05-12,14606,,46.5,,418.0,,,0,0,0,1
561,2022-05-13,14679,,71.0,,222.0,,,0,0,0,1
562,2022-05-16,14832,,64.0,,141.0,,,0,0,0,1
563,2022-05-17,15001,,106.0,,29.0,,,0,0,0,1
564,2022-05-18,14714,205.0,301.0,123.0,0.1,0.2515130537486673,0.15090783224920037,0,0,0,0
565,2022-05-19,14939,,75.0,,272.0,,,0,0,0,0
566,2022-05-20,14946,,141.0,,121.0,,,0,0,0,0
567,2022-05-23,14729,,130.0,,100.0,,,0,0,0,0
568,2022-05-24,14864,,10.0,,193.0,,,0,0,0,0
569,2022-05-25,14753,184.0,5.0,140.0,0.2,0.2251515294634913,0.17131094633091726,0,1,0,1
570,2022-05-26,15032,,116.0,,184.0,,,0,0,0,1
571,2022-05-27,15362,,250.0,,44.5,,,0,0,0,1
572,2022-05-30,15484,,540.0,,3.2,,,0,0,0,1
573,2022-05-31,15411,,660.0,,1.1,,,0,0,0,1
574,2022-06-01,15336,164.0,665.0,134.0,0.1,0.1930497168939953,0.1577357442914352,0,0,0,0
575,2022-06-06,15264,,103.0,,74.0,,,0,0,0,0
576,2022-06-07,15444,,17.0,,129.0,,,0,0,0,0
577,2022-06-08,15380,171.0,59.0,127.0,0.1,0.20071378269488382,0.14906813100731137,0,0,0,0
578,2022-06-09,15277,,123.0,,138.0,,,0,0,0,0
579,2022-06-10,14853,,68.0,,195.0,,,0,0,0,0
580,2022-06-13,14855,,2.8,,550.0,,,0,0,0,0
581,2022-06-14,14802,,1.3,,550.0,,,0,0,0,0
582,2022-06-15,14667,495.0,0.2,75.0,540.0,0.6092581225364575,0.0923118367479481,1,0,1,0
583,2022-06-16,14458,,367.0,,86.0,,,0,0,1,0
584,2022-06-17,14287,,207.0,,123.0,,,0,0,1,0
585,2022-06-20,14602,,65.0,,156.0,,,0,0,1,0
586,2022-06-21,14271,,227.0,,11.0,,,0,0,1,0
