,契約,到期月份,履約價,買賣權,結算價,到期時間（年）,implied_vola
0,TXO,202401W2,15700,Call,1830.0,0.019230769,0.4426328841877884
1,TXO,202401W2,15800,Call,1730.0,0.019230769,0.4211599115183075
2,TXO,202401W2,15900,Call,1630.0,0.019230769,0.39968129127134516
3,TXO,202401W2,16000,Call,1530.0,0.019230769,0.3781845958514357
4,TXO,202401W2,16100,Call,1430.0,0.019230769,0.3566557026070443
5,TXO,202401W2,16200,Call,1330.0,0.019230769,0.3350783789312228
6,TXO,202401W2,16300,Call,1230.0,0.019230769,0.3134337284031399
7,TXO,202401W2,16400,Call,1130.0,0.019230769,0.2916994358136561
8,TXO,202401W2,16500,Call,1030.0,0.019230769,0.26984871290306084
9,TXO,202401W2,16600,Call,935.0,0.019230769,0.26446188270423704
10,TXO,202401W2,16700,Call,835.0,0.019230769,0.24129279190284086
11,TXO,202401W2,16800,Call,735.0,0.019230769,0.21784854119699826
12,TXO,202401W2,16900,Call,635.0,0.019230769,0.19405229626148338
13,TXO,202401W2,17000,Call,535.0,0.019230769,0.1697975078125017
14,TXO,202401W2,17050,Call,485.0,0.019230769,0.15745215454501177
15,TXO,202401W2,17100,Call,439.0,0.019230769,0.15313319764149283
16,TXO,202401W2,17150,Call,392.0,0.019230769,0.1455005977285339
17,TXO,202401W2,17200,Call,345.0,0.019230769,0.13681496177806038
18,TXO,202401W2,17250,Call,300.0,0.019230769,0.13007624250394295
19,TXO,202401W2,17300,Call,258.0,0.019230769,0.1257723015685556
20,TXO,202401W2,17350,Call,218.0,0.019230769,0.1216161563277315
21,TXO,202401W2,17400,Call,177.0,0.019230769,0.11374348512754495
22,TXO,202401W2,17450,Call,142.0,0.019230769,0.10976166810353939
23,TXO,202401W2,17500,Call,111.0,0.019230769,0.10650414068391409
24,TXO,202401W2,17550,Call,85.0,0.019230769,0.10453349795503773
25,TXO,202401W2,17600,Call,62.0,0.019230769,0.10151213137534651
26,TXO,202401W2,17650,Call,44.5,0.019230769,0.10010615960565279
27,TXO,202401W2,17700,Call,30.0,0.019230769,0.09768493798218118
28,TXO,202401W2,17750,Call,20.0,0.019230769,0.09672266818512645
29,TXO,202401W2,17800,Call,12.0,0.019230769,0.09406319552605572
30,TXO,202401W2,17850,Call,7.3,0.019230769,0.09331474233888228
31,TXO,202401W2,17900,Call,4.6,0.019230769,0.09408623687929939
32,TXO,202401W2,17950,Call,3.1,0.019230769,0.09635566896144598
33,TXO,202401W2,18000,Call,2.3,0.019230769,0.10016993092743127
34,TXO,202401W2,18050,Call,1.6,0.019230769,0.10281289822552385
35,TXO,202401W2,18100,Call,1.4,0.019230769,0.10875026156593985
36,TXO,202401W2,18150,Call,1.0,0.019230769,0.11144424484230098
37,TXO,202401W2,18200,Call,0.9,0.019230769,0.11732987990769833
38,TXO,202401W2,18250,Call,0.7,0.019230769,0.12091459535852482
39,TXO,202401W2,18300,Call,0.6,0.019230769,0.12572838706584122
40,TXO,202401W2,18350,Call,0.5,0.019230769,0.1299827362921709
41,TXO,202401W2,18400,Call,0.4,0.019230769,0.1335229652112245
42,TXO,202401W2,18450,Call,0.3,0.019230769,0.13607201898445737
43,TXO,202401W2,18500,Call,0.3,0.019230769,0.14242534425458064
44,TXO,202401W2,18600,Call,0.2,0.019230769,0.14923077876809662
45,TXO,202401W2,18700,Call,0.2,0.019230769,0.16126036767391286
46,TXO,202401W2,18800,Call,0.2,0.019230769,0.1731468777605684
47,TXO,202401W2,18900,Call,0.2,0.019230769,0.1848989201477098
48,TXO,202401W2,19000,Call,0.2,0.019230769,0.1965238536802099
49,TXO,202401W2,19100,Call,0.2,0.019230769,0.20802805056186308
50,TXO,202401W2,19200,Call,0.2,0.019230769,0.21941709184427036
51,TXO,202401W2,19300,Call,0.2,0.019230769,0.23069591441076998
52,TXO,202401W2,19400,Call,0.2,0.019230769,0.2418689235713853
53,TXO,202401W2,19500,Call,0.2,0.019230769,0.25294008073988594
54,TXO,202401W2,19600,Call,0.2,0.019230769,0.26391297270595393
55,TXO,202401W2,19700,Call,0.2,0.019230769,0.2747908670796852
56,TXO,202401W2,19800,Call,0.2,0.019230769,0.2855767571880041
57,TXO,202401,13600,Call,3920.0,0.038461538,0.48151062122856353
58,TXO,202401,13700,Call,3820.0,0.038461538,0.4669729276432178
59,TXO,202401,13800,Call,3720.0,0.038461538,0.4525357729974348
60,TXO,202401,13900,Call,3620.0,0.038461538,0.43819700185421395
61,TXO,202401,14000,Call,3520.0,0.038461538,0.42395440265535406
62,TXO,202401,14100,Call,3420.0,0.038461538,0.4098056885556834
63,TXO,202401,14200,Call,3320.0,0.038461538,0.3957484736762498
64,TXO,202401,14300,Call,3220.0,0.038461538,0.381780243331373
65,TXO,202401,14400,Call,3120.0,0.038461538,0.3678983162353162
66,TXO,202401,14500,Call,3020.0,0.038461538,0.35409979590251867
67,TXO,202401,14600,Call,2920.0,0.038461538,0.3403815072781675
68,TXO,202401,14700,Call,2820.0,0.038461538,0.3267399128730295
69,TXO,202401,14800,Call,2720.0,0.038461538,0.3131709999480178
70,TXO,202401,14900,Call,2620.0,0.038461538,0.2996701260083928
71,TXO,202401,15000,Call,2520.0,0.038461538,0.28623180290893846
72,TXO,202401,15100,Call,2420.0,0.038461538,0.27284938826497157
73,TXO,202401,15200,Call,2320.0,0.038461538,0.25951463278023623
74,TXO,202401,15300,Call,2220.0,0.038461538,0.24621699593571286
75,TXO,202401,15400,Call,2120.0,0.038461538,0.23294257420366737
76,TXO,202401,15500,Call,2020.0,0.038461538,0.2196723495814604
77,TXO,202401,15600,Call,1920.0,0.038461538,0.2063791747379273
78,TXO,202401,15700,Call,1820.0,0.038461538,0.19302223320863493
79,TXO,202401,15800,Call,1720.0,0.038461538,0.1795359577957529
80,TXO,202401,15900,Call,1620.0,0.038461538,0.16580514430087573
81,TXO,202401,16000,Call,1520.0,0.038461538,0.15159877114965542
82,TXO,202401,16100,Call,1420.0,0.038461538,0.13633751798047783
83,TXO,202401,16200,Call,1320.0,0.038461538,0.1175916752091505
84,TXO,202401,16300,Call,1220.0,0.038461538,0.0
85,TXO,202401,16400,Call,1130.0,0.038461538,0.0
86,TXO,202401,16500,Call,1030.0,0.038461538,0.0
87,TXO,202401,16600,Call,930.0,0.038461538,0.0
88,TXO,202401,16700,Call,835.0,0.038461538,0.0
89,TXO,202401,16800,Call,740.0,0.038461538,0.0
90,TXO,202401,16900,Call,645.0,0.038461538,0.0
91,TXO,202401,17000,Call,560.0,0.038461538,0.0
92,TXO,202401,17050,Call,515.0,0.038461538,0.0
93,TXO,202401,17100,Call,475.0,0.038461538,0.0
94,TXO,202401,17150,Call,434.0,0.038461538,0.0
95,TXO,202401,17200,Call,392.0,0.038461538,0.0
96,TXO,202401,17250,Call,358.0,0.038461538,0.0
97,TXO,202401,17300,Call,324.0,0.038461538,0.0
98,TXO,202401,17350,Call,289.0,0.038461538,0.0
99,TXO,202401,17400,Call,255.0,0.038461538,0.0
100,TXO,202401,17450,Call,227.0,0.038461538,0.0
101,TXO,202401,17500,Call,196.0,0.038461538,0.0
102,TXO,202401,17550,Call,173.0,0.038461538,0.0
103,TXO,202401,17600,Call,146.0,0.038461538,0.0
104,TXO,202401,17650,Call,129.0,0.038461538,0.0
105,TXO,202401,17700,Call,108.0,0.038461538,0.0
106,TXO,202401,17750,Call,90.0,0.038461538,0.0
107,TXO,202401,17800,Call,75.0,0.038461538,0.0
108,TXO,202401,17850,Call,62.0,0.038461538,0.0
109,TXO,202401,17900,Call,51.0,0.038461538,0.0
110,TXO,202401,17950,Call,41.5,0.038461538,0.0
111,TXO,202401,18000,Call,33.5,0.038461538,0.0
112,TXO,202401,18050,Call,26.0,0.038461538,0.0
113,TXO,202401,18100,Call,21.0,0.038461538,0.0
114,TXO,202401,18150,Call,17.0,0.038461538,0.0
115,TXO,202401,18200,Call,13.5,0.038461538,0.0
116,TXO,202401,18250,Call,11.0,0.038461538,0.0
117,TXO,202401,18300,Call,9.3,0.038461538,0.0
118,TXO,202401,18350,Call,7.5,0.038461538,0.0
119,TXO,202401,18400,Call,6.3,0.038461538,0.0
120,TXO,202401,18500,Call,4.6,0.038461538,0.0
121,TXO,202401,18600,Call,3.3,0.038461538,0.0
122,TXO,202401,18700,Call,2.7,0.038461538,0.0
123,TXO,202401,18800,Call,2.0,0.038461538,0.0
124,TXO,202401,18900,Call,1.3,0.038461538,0.0
125,TXO,202401,19000,Call,1.3,0.038461538,0.0
126,TXO,202401,19100,Call,1.0,0.038461538,0.0
127,TXO,202401,19200,Call,0.8,0.038461538,0.0
128,TXO,202401,19300,Call,0.5,0.038461538,0.0
129,TXO,202401,19400,Call,0.4,0.038461538,0.0
130,TXO,202401,19500,Call,0.3,0.038461538,0.0
131,TXO,202401,19600,Call,0.3,0.038461538,0.0
132,TXO,202401,19700,Call,0.1,0.038461538,0.0
133,TXO,202401,19800,Call,0.1,0.038461538,0.0
134,TXO,202401,19900,Call,0.1,0.038461538,0.0
135,TXO,202401,20000,Call,0.1,0.038461538,0.0
136,TXO,202401,20100,Call,0.1,0.038461538,0.0
137,TXO,202401,20200,Call,0.1,0.038461538,0.0
138,TXO,202401,20300,Call,0.1,0.038461538,0.0
139,TXO,202401,20400,Call,0.1,0.038461538,0.0
140,TXO,202401,20500,Call,0.1,0.038461538,0.0
141,TXO,202401,20600,Call,0.1,0.038461538,0.0
142,TXO,202401,20700,Call,0.1,0.038461538,0.0
143,TXO,202402,14500,Call,3020.0,0.153846154,0.0
144,TXO,202402,14600,Call,2920.0,0.153846154,0.0
145,TXO,202402,14700,Call,2820.0,0.153846154,0.0
146,TXO,202402,14800,Call,2720.0,0.153846154,0.0
147,TXO,202402,14900,Call,2620.0,0.153846154,0.0
148,TXO,202402,15000,Call,2520.0,0.153846154,0.0
149,TXO,202402,15100,Call,2420.0,0.153846154,0.0
150,TXO,202402,15200,Call,2320.0,0.153846154,0.0
151,TXO,202402,15300,Call,2230.0,0.153846154,0.0
152,TXO,202402,15400,Call,2130.0,0.153846154,0.0
153,TXO,202402,15500,Call,2030.0,0.153846154,0.0
154,TXO,202402,15600,Call,1930.0,0.153846154,0.0
155,TXO,202402,15700,Call,1830.0,0.153846154,0.0
156,TXO,202402,15800,Call,1730.0,0.153846154,0.0
157,TXO,202402,15900,Call,1640.0,0.153846154,0.0
158,TXO,202402,16000,Call,1540.0,0.153846154,0.0
159,TXO,202402,16100,Call,1440.0,0.153846154,0.0
160,TXO,202402,16200,Call,1350.0,0.153846154,0.0
161,TXO,202402,16300,Call,1260.0,0.153846154,0.0
162,TXO,202402,16400,Call,1170.0,0.153846154,0.0
163,TXO,202402,16500,Call,1080.0,0.153846154,0.0
164,TXO,202402,16600,Call,990.0,0.153846154,0.0
165,TXO,202402,16700,Call,905.0,0.153846154,0.0
166,TXO,202402,16800,Call,820.0,0.153846154,0.0
167,TXO,202402,16900,Call,735.0,0.153846154,0.0
168,TXO,202402,17000,Call,660.0,0.153846154,0.0
169,TXO,202402,17100,Call,590.0,0.153846154,0.0
170,TXO,202402,17200,Call,515.0,0.153846154,0.0
171,TXO,202402,17300,Call,452.0,0.153846154,0.0
172,TXO,202402,17400,Call,394.0,0.153846154,0.0
173,TXO,202402,17500,Call,332.0,0.153846154,0.0
174,TXO,202402,17600,Call,281.0,0.153846154,0.0
175,TXO,202402,17700,Call,234.0,0.153846154,0.0
176,TXO,202402,17800,Call,194.0,0.153846154,0.0
177,TXO,202402,17900,Call,157.0,0.153846154,0.0
178,TXO,202402,18000,Call,128.0,0.153846154,0.0
179,TXO,202402,18100,Call,101.0,0.153846154,0.0
180,TXO,202402,18200,Call,79.0,0.153846154,0.0
181,TXO,202402,18300,Call,60.0,0.153846154,0.0
182,TXO,202402,18400,Call,47.5,0.153846154,0.0
183,TXO,202402,18500,Call,36.5,0.153846154,0.0
184,TXO,202402,18600,Call,27.5,0.153846154,0.0
185,TXO,202402,18700,Call,21.5,0.153846154,0.0
186,TXO,202402,18800,Call,18.0,0.153846154,0.0
187,TXO,202402,18900,Call,14.5,0.153846154,0.0
188,TXO,202402,19000,Call,11.0,0.153846154,0.0
189,TXO,202402,19100,Call,9.9,0.153846154,0.0
190,TXO,202402,19200,Call,8.3,0.153846154,0.0
191,TXO,202402,19300,Call,6.3,0.153846154,0.0
192,TXO,202402,19400,Call,5.8,0.153846154,0.0
193,TXO,202402,19500,Call,4.8,0.153846154,0.0
194,TXO,202402,19600,Call,4.1,0.153846154,0.0
195,TXO,202402,19700,Call,3.7,0.153846154,0.0
196,TXO,202402,19800,Call,3.4,0.153846154,0.0
197,TXO,202402,19900,Call,3.1,0.153846154,0.0
198,TXO,202402,20000,Call,2.8,0.153846154,0.0
199,TXO,202402,20100,Call,2.2,0.153846154,0.0
200,TXO,202402,20200,Call,1.8,0.153846154,0.0
201,TXO,202402,20300,Call,1.4,0.153846154,0.0
202,TXO,202402,20400,Call,1.1,0.153846154,0.0
203,TXO,202402,20500,Call,0.9,0.153846154,0.0
204,TXO,202402,20600,Call,0.7,0.153846154,0.0
205,TXO,202402,20700,Call,0.7,0.153846154,0.0
206,TXO,202403,12800,Call,4690.0,0.230769231,0.0
207,TXO,202403,13000,Call,4490.0,0.230769231,0.0
208,TXO,202403,13200,Call,4290.0,0.230769231,0.0
209,TXO,202403,13400,Call,4100.0,0.230769231,0.0
210,TXO,202403,13600,Call,3900.0,0.230769231,0.0
211,TXO,202403,13800,Call,3700.0,0.230769231,0.0
212,TXO,202403,14000,Call,3500.0,0.230769231,0.0
213,TXO,202403,14200,Call,3310.0,0.230769231,0.0
214,TXO,202403,14400,Call,3110.0,0.230769231,0.0
215,TXO,202403,14600,Call,2910.0,0.230769231,0.0
216,TXO,202403,14800,Call,2710.0,0.230769231,0.0
217,TXO,202403,14900,Call,2610.0,0.230769231,0.0
218,TXO,202403,15000,Call,2520.0,0.230769231,0.0
219,TXO,202403,15100,Call,2420.0,0.230769231,0.0
220,TXO,202403,15200,Call,2320.0,0.230769231,0.0
221,TXO,202403,15300,Call,2220.0,0.230769231,0.0
222,TXO,202403,15400,Call,2130.0,0.230769231,0.0
223,TXO,202403,15500,Call,2030.0,0.230769231,0.0
224,TXO,202403,15600,Call,1940.0,0.230769231,0.0
225,TXO,202403,15700,Call,1840.0,0.230769231,0.0
226,TXO,202403,15800,Call,1740.0,0.230769231,0.0
227,TXO,202403,15900,Call,1650.0,0.230769231,0.0
228,TXO,202403,16000,Call,1560.0,0.230769231,0.0
229,TXO,202403,16100,Call,1470.0,0.230769231,0.0
230,TXO,202403,16200,Call,1380.0,0.230769231,0.0
231,TXO,202403,16300,Call,1290.0,0.230769231,0.0
232,TXO,202403,16400,Call,1210.0,0.230769231,0.0
233,TXO,202403,16500,Call,1120.0,0.230769231,0.0
234,TXO,202403,16600,Call,1040.0,0.230769231,0.0
235,TXO,202403,16700,Call,960.0,0.230769231,0.0
236,TXO,202403,16800,Call,885.0,0.230769231,0.0
237,TXO,202403,16900,Call,800.0,0.230769231,0.0
238,TXO,202403,17000,Call,730.0,0.230769231,0.0
239,TXO,202403,17100,Call,665.0,0.230769231,0.0
240,TXO,202403,17200,Call,600.0,0.230769231,0.0
241,TXO,202403,17300,Call,535.0,0.230769231,0.0
242,TXO,202403,17400,Call,480.0,0.230769231,0.0
243,TXO,202403,17500,Call,426.0,0.230769231,0.0
244,TXO,202403,17600,Call,370.0,0.230769231,0.0
245,TXO,202403,17700,Call,323.0,0.230769231,0.0
246,TXO,202403,17800,Call,283.0,0.230769231,0.0
247,TXO,202403,17900,Call,242.0,0.230769231,0.0
248,TXO,202403,18000,Call,206.0,0.230769231,0.0
249,TXO,202403,18100,Call,173.0,0.230769231,0.0
250,TXO,202403,18200,Call,145.0,0.230769231,0.0
251,TXO,202403,18300,Call,125.0,0.230769231,0.0
252,TXO,202403,18400,Call,100.0,0.230769231,0.0
253,TXO,202403,18500,Call,81.0,0.230769231,0.0
254,TXO,202403,18600,Call,65.0,0.230769231,0.0
255,TXO,202403,18700,Call,54.0,0.230769231,0.0
256,TXO,202403,18800,Call,49.5,0.230769231,0.0
257,TXO,202403,18900,Call,36.5,0.230769231,0.0
258,TXO,202403,19000,Call,30.0,0.230769231,0.0
259,TXO,202403,19100,Call,28.0,0.230769231,0.0
260,TXO,202403,19200,Call,22.0,0.230769231,0.0
261,TXO,202403,19300,Call,19.0,0.230769231,0.0
262,TXO,202403,19400,Call,16.0,0.230769231,0.0
263,TXO,202403,19500,Call,13.0,0.230769231,0.0
264,TXO,202403,19600,Call,11.5,0.230769231,0.0
265,TXO,202403,19700,Call,9.8,0.230769231,0.0
266,TXO,202403,19800,Call,8.6,0.230769231,0.0
267,TXO,202403,19900,Call,7.5,0.230769231,0.0
268,TXO,202403,20000,Call,6.8,0.230769231,0.0
269,TXO,202403,20100,Call,6.1,0.230769231,0.0
270,TXO,202403,20200,Call,5.6,0.230769231,0.0
271,TXO,202403,20300,Call,5.1,0.230769231,0.0
272,TXO,202403,20400,Call,4.6,0.230769231,0.0
273,TXO,202403,20500,Call,4.2,0.230769231,0.0
274,TXO,202403,20600,Call,3.9,0.230769231,0.0
275,TXO,202403,20700,Call,3.6,0.230769231,0.0
276,TXO,202403,20800,Call,3.3,0.230769231,0.0
277,TXO,202403,21000,Call,2.9,0.230769231,0.0
278,TXO,202403,21200,Call,2.5,0.230769231,0.0
279,TXO,202403,21400,Call,2.2,0.230769231,0.0
280,TXO,202406,12800,Call,4680.0,0.5,0.0
281,TXO,202406,13000,Call,4480.0,0.5,0.0
282,TXO,202406,13200,Call,4280.0,0.5,0.0
283,TXO,202406,13400,Call,4090.0,0.5,0.0
284,TXO,202406,13600,Call,3900.0,0.5,0.0
285,TXO,202406,13800,Call,3700.0,0.5,0.0
286,TXO,202406,14000,Call,3510.0,0.5,0.0
287,TXO,202406,14200,Call,3320.0,0.5,0.0
288,TXO,202406,14400,Call,3120.0,0.5,0.0
289,TXO,202406,14600,Call,2930.0,0.5,0.0
290,TXO,202406,14800,Call,2750.0,0.5,0.0
291,TXO,202406,15000,Call,2560.0,0.5,0.0
292,TXO,202406,15200,Call,2370.0,0.5,0.0
293,TXO,202406,15400,Call,2190.0,0.5,0.0
294,TXO,202406,15600,Call,2020.0,0.5,0.0
295,TXO,202406,15800,Call,1840.0,0.5,0.0
296,TXO,202406,16000,Call,1690.0,0.5,0.0
297,TXO,202406,16200,Call,1510.0,0.5,0.0
298,TXO,202406,16400,Call,1360.0,0.5,0.0
299,TXO,202406,16600,Call,1210.0,0.5,0.0
300,TXO,202406,16800,Call,1070.0,0.5,0.0
301,TXO,202406,17000,Call,935.0,0.5,0.0
302,TXO,202406,17200,Call,805.0,0.5,0.0
303,TXO,202406,17400,Call,695.0,0.5,0.0
304,TXO,202406,17600,Call,590.0,0.5,0.0
305,TXO,202406,17800,Call,492.0,0.5,0.0
306,TXO,202406,18000,Call,399.0,0.5,0.0
307,TXO,202406,18200,Call,326.0,0.5,0.0
308,TXO,202406,18400,Call,269.0,0.5,0.0
309,TXO,202406,18600,Call,219.0,0.5,0.0
310,TXO,202406,18800,Call,169.0,0.5,0.0
311,TXO,202406,19000,Call,131.0,0.5,0.0
312,TXO,202406,19200,Call,100.0,0.5,0.0
313,TXO,202406,19400,Call,73.0,0.5,0.0
314,TXO,202406,19600,Call,64.0,0.5,0.0
315,TXO,202406,19800,Call,50.0,0.5,0.0
316,TXO,202406,20000,Call,32.0,0.5,0.0
317,TXO,202406,20200,Call,31.0,0.5,0.0
318,TXO,202406,20400,Call,24.5,0.5,0.0
319,TXO,202406,20600,Call,19.5,0.5,0.0
320,TXO,202406,20800,Call,15.5,0.5,0.0
321,TXO,202406,21000,Call,12.5,0.5,0.0
322,TXO,202406,21200,Call,11.0,0.5,0.0
323,TXO,202406,21400,Call,9.3,0.5,0.0
324,TXO,202406,21600,Call,8.1,0.5,0.0
325,TXO,202409,14000,Call,3310.0,0.75,0.0
326,TXO,202409,14200,Call,3120.0,0.75,0.0
327,TXO,202409,14400,Call,2940.0,0.75,0.0
328,TXO,202409,14600,Call,2760.0,0.75,0.0
329,TXO,202409,14800,Call,2590.0,0.75,0.0
330,TXO,202409,15000,Call,2410.0,0.75,0.0
331,TXO,202409,15200,Call,2240.0,0.75,0.0
332,TXO,202409,15400,Call,2080.0,0.75,0.0
333,TXO,202409,15600,Call,1910.0,0.75,0.0
334,TXO,202409,15800,Call,1750.0,0.75,0.0
335,TXO,202409,16000,Call,1600.0,0.75,0.0
336,TXO,202409,16200,Call,1450.0,0.75,0.0
337,TXO,202409,16400,Call,1310.0,0.75,0.0
338,TXO,202409,16600,Call,1180.0,0.75,0.0
339,TXO,202409,16800,Call,1050.0,0.75,0.0
340,TXO,202409,17000,Call,935.0,0.75,0.0
341,TXO,202409,17200,Call,820.0,0.75,0.0
342,TXO,202409,17400,Call,725.0,0.75,0.0
343,TXO,202409,17600,Call,640.0,0.75,0.0
344,TXO,202409,17800,Call,555.0,0.75,0.0
345,TXO,202409,18000,Call,483.0,0.75,0.0
346,TXO,202409,18200,Call,412.0,0.75,0.0
347,TXO,202409,18400,Call,348.0,0.75,0.0
348,TXO,202409,18600,Call,291.0,0.75,0.0
349,TXO,202409,18800,Call,241.0,0.75,0.0
350,TXO,202409,19000,Call,195.0,0.75,0.0
351,TXO,202409,19200,Call,160.0,0.75,0.0
352,TXO,202409,19400,Call,131.0,0.75,0.0
353,TXO,202409,19600,Call,107.0,0.75,0.0
354,TXO,202409,19800,Call,86.0,0.75,0.0
355,TXO,202409,20000,Call,71.0,0.75,0.0
356,TXO,202409,20200,Call,60.0,0.75,0.0
357,TXO,202409,20400,Call,51.0,0.75,0.0
358,TXO,202409,20600,Call,43.0,0.75,0.0
359,TXO,202409,20800,Call,36.0,0.75,0.0
360,TXO,202409,21000,Call,30.5,0.75,0.0
361,TXO,202409,21200,Call,26.0,0.75,0.0
362,TXO,202409,21400,Call,22.0,0.75,0.0
363,TXO,202409,21600,Call,18.5,0.75,0.0
