,日期,Close,價平買權次週每日結算價,價平買權近週每日結算價,價平賣權次週每日結算價,價平賣權近週每日結算價,Implied volatility of Call,Implied volatility of Put,Signal of Long Call,Signal of Long Put,Signal of Long Call_E,Signal of Long Put_E,策略累積資金(金額),進場口數,策略近週報酬(點數),Call進場口數,Put進場口數,Call策略近週報酬(點數),Put策略近週報酬(點數)
352,2021-06-30,15750,172.0,491.0,108.0,0.2,0.1971447924216979,0.12378859059036845,0,0,0,0,2147790.0,3.0,-0.0,8.0,9.0,0.0,3.3
353,2021-07-01,15753,,134.0,,124.0,,,0,0,0,0,2139240.0,3.0,0.0,8.0,9.0,-0.0,-19.0
354,2021-07-02,16000,,113.0,,110.0,,,0,0,0,0,2145540.0,3.0,-0.0,8.0,9.0,-0.0,14.0
355,2021-07-05,15979,,245.0,,18.5,,,0,0,0,0,2186715.0,3.0,-0.0,8.0,9.0,0.0,91.5
356,2021-07-06,15930,,225.0,,8.3,,,0,0,0,0,2191305.0,3.0,-0.0,8.0,9.0,-0.0,10.2
357,2021-07-07,15927,173.0,100.0,117.0,0.3,0.19608733493038052,0.13261397795869664,0,0,0,0,2194905.0,3.0,-0.0,8.0,9.0,-0.0,8.0
358,2021-07-08,15765,,153.0,,105.0,,,0,0,0,0,2198955.0,3.0,0.0,8.0,9.0,0.0,9.0
359,2021-07-09,15930,,65.0,,173.0,,,0,0,0,0,2168355.0,3.0,0.0,8.0,9.0,-0.0,-68.0
360,2021-07-12,15973,,106.0,,70.0,,,0,0,0,0,2214705.0,3.0,-0.0,8.0,9.0,0.0,103.0
361,2021-07-13,15975,,103.0,,34.5,,,0,0,0,0,2230680.0,3.0,-0.0,8.0,9.0,-0.0,35.5
362,2021-07-14,16125,165.0,0.2,141.0,4.3,0.18472328440810795,0.15785444303965587,0,0,0,0,2244270.0,3.0,-0.0,8.0,9.0,-0.0,30.2
363,2021-07-15,16028,,244.0,,72.0,,,0,0,0,0,2273970.0,3.0,0.0,8.0,9.0,0.0,66.0
364,2021-07-16,15897,,145.0,,70.0,,,0,0,0,0,2274870.0,3.0,-0.0,8.0,9.0,-0.0,2.0
365,2021-07-19,15662,,68.0,,124.0,,,0,0,0,0,2250570.0,3.0,0.0,8.0,9.0,-0.0,-54.0
366,2021-07-20,15601,,4.2,,295.0,,,0,0,0,0,2173620.0,3.0,0.0,8.0,9.0,-0.0,-171.0
367,2021-07-21,15732,288.0,0.4,118.0,420.0,0.3304806003556747,0.13540524597906117,1,0,1,0,2117370.0,3.0,0.0,8.0,8.0,-0.0,-125.0
368,2021-07-22,15732,,319.0,,47.0,,,0,0,1,0,2155770.0,3.0,-0.0,8.0,8.0,28.0,68.0
369,2021-07-23,15529,,313.0,,37.5,,,0,0,1,0,2157170.0,3.0,-0.0,8.0,8.0,-6.0,9.5
370,2021-07-26,15494,,153.0,,55.0,,,0,0,1,0,2086170.0,3.0,0.0,8.0,8.0,-160.0,-17.5
371,2021-07-27,15291,,85.0,,53.0,,,0,0,1,0,2059770.0,3.0,-0.0,8.0,8.0,-68.0,2.0
372,2021-07-28,15653,269.0,0.3,153.0,178.0,0.31023594529491655,0.17645390197071462,1,1,1,1,1975890.0,3.0,0.0,8.0,8.0,-84.7,-125.0
373,2021-07-29,15500,,485.0,,30.0,,,0,0,1,1,2061090.0,3.0,-126.0,8.0,8.0,213.0,0.0
374,2021-07-30,15793,,358.0,,55.0,,,0,0,1,1,2010290.0,3.0,25.0,8.0,8.0,-127.0,-0.0
375,2021-08-02,15808,,575.0,,5.9,,,0,0,1,1,2097090.0,3.0,-49.1,8.0,8.0,217.0,0.0
376,2021-08-03,15897,,600.0,,1.8,,,0,0,1,1,2107090.0,3.0,-4.1,8.0,8.0,25.0,0.0
377,2021-08-04,15870,174.0,655.0,108.0,655.0,0.19792914216954,0.12285257100178343,0,0,0,0,2129090.0,3.0,653.2,8.0,9.0,55.0,-0.0
378,2021-08-05,15765,,147.0,,104.0,,,0,0,0,0,2129540.0,3.0,-0.0,8.0,9.0,-0.0,1.0
379,2021-08-06,15732,,82.0,,143.0,,,0,0,0,0,2111990.0,3.0,0.0,8.0,9.0,-0.0,-39.0
380,2021-08-09,15621,,41.5,,139.0,,,0,0,0,0,2113790.0,3.0,-0.0,8.0,9.0,-0.0,4.0
381,2021-08-10,15496,,3.0,,217.0,,,0,0,0,0,2078690.0,3.0,0.0,8.0,9.0,-0.0,-78.0
382,2021-08-11,15484,169.0,0.1,146.0,379.0,0.19703390417582378,0.170218639110475,0,1,0,1,2005790.0,3.0,0.0,8.0,9.0,-0.0,-162.0
383,2021-08-12,15262,,143.0,,133.0,,,0,0,0,1,2005790.0,3.0,-16.0,8.0,9.0,0.0,0.0
384,2021-08-13,15100,,39.0,,255.0,,,0,0,0,1,2005790.0,3.0,122.0,8.0,9.0,-0.0,-0.0
385,2021-08-16,14904,,7.0,,388.0,,,0,0,0,1,2005790.0,3.0,133.0,8.0,9.0,-0.0,-0.0
386,2021-08-17,15137,,1.4,,575.0,,,0,0,0,1,2005790.0,3.0,187.0,8.0,9.0,-0.0,-0.0
387,2021-08-18,14764,194.0,0.1,123.0,362.0,0.23721115836624043,0.15039676535591534,0,0,0,0,2005790.0,3.0,-213.0,8.0,8.0,-0.0,0.0
388,2021-08-19,14624,,47.5,,351.0,,,0,0,0,0,1913390.0,3.0,-0.0,8.0,8.0,0.0,-231.0
389,2021-08-20,15115,,18.0,,463.0,,,0,0,0,0,1868590.0,3.0,0.0,8.0,8.0,-0.0,-112.0
390,2021-08-23,15217,,127.0,,86.0,,,0,0,0,0,2019390.0,3.0,-0.0,8.0,8.0,0.0,377.0
391,2021-08-24,15398,,157.0,,22.0,,,0,0,0,0,2044990.0,3.0,-0.0,8.0,8.0,0.0,64.0
392,2021-08-25,15429,183.0,309.0,139.0,0.1,0.21411679378964665,0.16263516031016875,0,0,0,0,2053750.0,3.0,-0.0,8.0,8.0,0.0,21.9
393,2021-08-26,15608,,198.0,,112.0,,,0,0,0,0,2063350.0,3.0,0.0,8.0,8.0,-0.0,24.0
394,2021-08-27,15771,,297.0,,46.0,,,0,0,0,0,2089750.0,3.0,-0.0,8.0,8.0,0.0,66.0
395,2021-08-30,15891,,425.0,,8.4,,,0,0,0,0,2104790.0,3.0,-0.0,8.0,8.0,0.0,37.6
396,2021-08-31,15910,,530.0,,1.7,,,0,0,0,0,2107470.0,3.0,-0.0,8.0,8.0,0.0,6.7
397,2021-09-01,15755,174.0,545.0,121.0,0.2,0.19937388043355123,0.13864505478425115,0,0,0,0,2108070.0,3.0,-0.0,8.0,8.0,0.0,1.5
398,2021-09-02,15944,,84.0,,195.0,,,0,0,0,0,2077270.0,3.0,0.0,8.0,8.0,-0.0,-77.0
399,2021-09-03,15929,,165.0,,91.0,,,0,0,0,0,2118870.0,3.0,-0.0,8.0,8.0,0.0,104.0
400,2021-09-06,15860,,114.0,,62.0,,,0,0,0,0,2130470.0,3.0,-0.0,8.0,8.0,-0.0,29.0
401,2021-09-07,15696,,52.0,,64.0,,,0,0,0,0,2129670.0,3.0,0.0,8.0,8.0,-0.0,-2.0
402,2021-09-08,15674,167.0,0.1,159.0,258.0,0.19234196546316182,0.183127979093669,0,1,0,1,2052070.0,3.0,0.0,8.0,8.0,-0.0,-194.0
403,2021-09-09,15909,,146.0,,156.0,,,0,0,0,1,2052070.0,3.0,-6.0,8.0,8.0,0.0,0.0
404,2021-09-10,15877,,271.0,,43.5,,,0,0,0,1,2052070.0,3.0,-112.5,8.0,8.0,0.0,0.0
405,2021-09-13,15898,,220.0,,30.0,,,0,0,0,1,2052070.0,3.0,-13.5,8.0,8.0,-0.0,0.0
406,2021-09-14,15822,,220.0,,9.5,,,0,0,0,1,2052070.0,3.0,-20.5,8.0,8.0,0.0,0.0
407,2021-09-15,15741,156.0,132.0,102.0,0.1,0.17890797509248982,0.11697829140662797,0,0,0,0,2052070.0,3.0,-9.4,8.0,8.0,-0.0,0.0
408,2021-09-16,15788,,97.0,,117.0,,,0,0,0,0,2044870.0,3.0,0.0,8.0,8.0,-0.0,-18.0
409,2021-09-17,15394,,94.0,,79.0,,,0,0,0,0,2060070.0,3.0,-0.0,8.0,8.0,-0.0,38.0
410,2021-09-22,15574,194.0,0.1,174.0,383.0,0.22487386298440823,0.20169099051178885,0,1,0,1,1938470.0,3.0,0.0,8.0,8.0,-0.0,-304.0
411,2021-09-23,15742,,270.0,,65.0,,,0,0,0,1,1938470.0,3.0,-112.0,8.0,8.0,0.0,0.0
412,2021-09-24,15786,,382.0,,21.5,,,0,0,0,1,1938470.0,3.0,-43.5,8.0,8.0,0.0,0.0
413,2021-09-27,15664,,415.0,,6.3,,,0,0,0,1,1938470.0,3.0,-15.2,8.0,8.0,0.0,0.0
414,2021-09-28,15312,,292.0,,5.4,,,0,0,0,1,1938470.0,3.0,-0.9,8.0,8.0,-0.0,0.0
415,2021-09-29,15413,202.0,0.1,163.0,76.0,0.23659284788649868,0.19091403072029348,0,1,0,1,1938470.0,3.0,70.6,8.0,8.0,-0.0,-0.0
416,2021-09-30,15012,,240.0,,96.0,,,0,0,0,1,1938470.0,3.0,-70.0,8.0,8.0,0.0,-0.0
417,2021-10-01,14855,,46.0,,296.0,,,0,0,0,1,1938470.0,3.0,200.0,8.0,8.0,-0.0,-0.0
418,2021-10-04,14889,,8.7,,418.0,,,0,0,0,1,1938470.0,3.0,122.0,8.0,8.0,-0.0,-0.0
419,2021-10-05,14856,,1.9,,381.0,,,0,0,0,1,1938470.0,3.0,-37.0,8.0,8.0,-0.0,0.0
420,2021-10-06,15193,198.0,0.1,172.0,438.0,0.2352659483510096,0.2043724399816851,0,1,0,1,1938470.0,3.0,57.0,8.0,8.0,-0.0,-0.0
421,2021-10-07,15119,,409.0,,50.0,,,0,0,0,1,1938470.0,3.0,-125.0,8.0,8.0,0.0,0.0
422,2021-10-08,14913,,338.0,,53.0,,,0,0,0,1,1938470.0,3.0,3.0,8.0,8.0,-0.0,-0.0
423,2021-10-12,14815,,130.0,,50.0,,,0,0,0,1,1938470.0,3.0,-3.0,8.0,8.0,-0.0,0.0
424,2021-10-13,14896,216.0,20.0,194.0,0.1,0.26177098574091073,0.23510912608211423,0,1,0,1,1938470.0,3.0,-49.9,8.0,8.0,-0.0,0.0
425,2021-10-14,15274,,222.0,,118.0,,,0,0,0,1,1938470.0,3.0,-79.0,8.0,8.0,0.0,-0.0
426,2021-10-15,15215,,496.0,,15.5,,,0,0,0,1,1938470.0,3.0,-102.5,8.0,8.0,0.0,0.0
427,2021-10-18,15397,,430.0,,9.3,,,0,0,0,1,1938470.0,3.0,-6.2,8.0,8.0,-0.0,0.0
428,2021-10-19,15409,,605.0,,1.4,,,0,0,0,1,1938470.0,3.0,-7.9,8.0,8.0,0.0,0.0
429,2021-10-20,15337,180.0,585.0,113.0,0.1,0.21187002040797887,0.1330072905894534,0,0,0,0,1938470.0,3.0,-1.3,8.0,8.0,-0.0,0.0
430,2021-10-21,15375,,119.0,,131.0,,,0,0,0,0,1930070.0,3.0,0.0,8.0,8.0,-0.0,-21.0
431,2021-10-22,15413,,120.0,,95.0,,,0,0,0,0,1944470.0,3.0,-0.0,8.0,8.0,0.0,36.0
432,2021-10-25,15566,,116.0,,50.0,,,0,0,0,0,1962470.0,3.0,-0.0,8.0,8.0,-0.0,45.0
433,2021-10-26,15590,,215.0,,7.1,,,0,0,0,0,1979630.0,3.0,-0.0,8.0,8.0,0.0,42.9
434,2021-10-27,15561,151.0,207.0,114.0,0.1,0.17517691163541793,0.1322527677247526,0,0,0,0,1982430.0,3.0,-0.0,8.0,8.0,-0.0,7.0
435,2021-10-28,15468,,117.0,,111.0,,,0,0,0,0,1982430.0,3.0,0.0,8.0,8.0,-0.0,0.0
436,2021-10-29,15602,,67.0,,151.0,,,0,0,0,0,1966430.0,3.0,0.0,8.0,8.0,-0.0,-40.0
437,2021-11-01,15569,,102.0,,57.0,,,0,0,0,0,2004030.0,3.0,-0.0,8.0,8.0,0.0,94.0
438,2021-11-02,15613,,55.0,,46.5,,,0,0,0,0,2008230.0,3.0,-0.0,8.0,8.0,-0.0,10.5
439,2021-11-03,15595,157.0,62.0,108.0,0.2,0.18174048981887211,0.12501893567158084,0,0,0,0,2026750.0,3.0,-0.0,8.0,8.0,0.0,46.3
440,2021-11-04,15791,,127.0,,98.0,,,0,0,0,0,2029550.0,3.0,0.0,8.0,8.0,0.0,7.0
441,2021-11-05,15945,,253.0,,27.0,,,0,0,0,0,2057950.0,3.0,-0.0,8.0,8.0,0.0,71.0
442,2021-11-08,16073,,378.0,,3.5,,,0,0,0,0,2067350.0,3.0,-0.0,8.0,8.0,0.0,23.5
443,2021-11-09,16076,,500.0,,1.4,,,0,0,0,0,2068190.0,3.0,-0.0,8.0,8.0,0.0,2.1
444,2021-11-10,15995,125.0,500.0,120.0,0.3,0.14107926535189694,0.13543609473782106,0,0,0,0,2068630.0,3.0,-0.0,8.0,8.0,0.0,1.1
445,2021-11-11,16066,,75.0,,152.0,,,0,0,0,0,2054630.0,3.0,0.0,8.0,8.0,-0.0,-35.0
446,2021-11-12,16186,,90.0,,96.0,,,0,0,0,0,2077030.0,3.0,-0.0,8.0,8.0,0.0,56.0
447,2021-11-15,16220,,145.0,,29.0,,,0,0,0,0,2103830.0,3.0,-0.0,8.0,8.0,0.0,67.0
448,2021-11-16,16300,,159.0,,7.3,,,0,0,0,0,2112510.0,3.0,-0.0,8.0,8.0,0.0,21.7
449,2021-11-17,16398,123.0,172.0,93.0,0.2,0.1354102844075335,0.1023833857715497,0,0,0,0,2115350.0,3.0,-0.0,8.0,8.0,0.0,7.1
450,2021-11-18,16391,,175.0,,56.0,,,0,0,0,0,2128950.0,3.0,0.0,8.0,8.0,0.0,34.0
451,2021-11-19,16375,,160.0,,50.0,,,0,0,0,0,2131350.0,3.0,-0.0,8.0,8.0,-0.0,6.0
452,2021-11-22,16198,,132.0,,39.0,,,0,0,0,0,2135750.0,3.0,-0.0,8.0,8.0,-0.0,11.0
453,2021-11-23,16219,,14.5,,92.0,,,0,0,0,0,2114550.0,3.0,0.0,8.0,8.0,-0.0,-53.0
454,2021-11-24,16212,137.0,0.1,95.0,100.0,0.15255322494675155,0.10578508299227297,0,0,0,0,2111350.0,3.0,0.0,8.0,8.0,-0.0,-8.0
455,2021-11-25,15881,,122.0,,82.0,,,0,0,0,0,2115350.0,3.0,-0.0,8.0,8.0,0.0,10.0
456,2021-11-26,15850,,13.0,,308.0,,,0,0,0,0,2024950.0,3.0,0.0,8.0,8.0,-0.0,-226.0
457,2021-11-29,15869,,5.6,,330.0,,,0,0,0,0,2016150.0,3.0,0.0,8.0,8.0,-0.0,-22.0
458,2021-11-30,16123,,2.0,,300.0,,,0,0,0,0,2028150.0,3.0,-0.0,8.0,8.0,-0.0,30.0
459,2021-12-01,16243,174.0,0.3,125.0,35.0,0.19338394916152185,0.1389252508344266,0,0,0,0,2134150.0,3.0,-0.0,8.0,9.0,-0.0,265.0
460,2021-12-02,16245,,245.0,,78.0,,,0,0,0,0,2153950.0,3.0,0.0,8.0,9.0,0.0,44.0
461,2021-12-03,16231,,232.0,,64.0,,,0,0,0,0,2160250.0,3.0,-0.0,8.0,9.0,-0.0,14.0
462,2021-12-06,16334,,200.0,,40.0,,,0,0,0,0,2171050.0,3.0,-0.0,8.0,9.0,-0.0,24.0
463,2021-12-07,16392,,274.0,,5.3,,,0,0,0,0,2186665.0,3.0,-0.0,8.0,9.0,0.0,34.7
464,2021-12-08,16449,137.0,331.0,134.0,0.3,0.15035521203943925,0.1470627621407654,0,0,0,0,2188915.0,3.0,-0.0,8.0,9.0,0.0,5.0
465,2021-12-09,16357,,145.0,,85.0,,,0,0,0,0,2209615.0,3.0,0.0,8.0,9.0,-0.0,46.0
466,2021-12-10,16292,,85.0,,117.0,,,0,0,0,0,2195215.0,3.0,0.0,8.0,9.0,-0.0,-32.0
467,2021-12-13,16141,,30.5,,127.0,,,0,0,0,0,2190715.0,3.0,0.0,8.0,9.0,-0.0,-10.0
468,2021-12-14,16196,,2.7,,253.0,,,0,0,0,0,2134015.0,3.0,0.0,8.0,9.0,-0.0,-126.0
469,2021-12-15,16402,178.0,0.1,99.0,221.0,0.19591180937741215,0.10896218611440339,0,0,0,0,2148415.0,3.0,-0.0,8.0,9.0,-0.0,32.0
470,2021-12-16,16383,,302.0,,23.5,,,0,0,0,0,2181040.0,3.0,-0.0,8.0,9.0,0.0,72.5
471,2021-12-17,16180,,286.0,,30.0,,,0,0,0,0,2178115.0,3.0,0.0,8.0,9.0,-0.0,-6.5
472,2021-12-20,16394,,128.0,,70.0,,,0,0,0,0,2160115.0,3.0,0.0,8.0,9.0,-0.0,-40.0
473,2021-12-21,16430,,270.0,,4.2,,,0,0,0,0,2189725.0,3.0,-0.0,8.0,9.0,0.0,65.8
474,2021-12-22,16549,140.0,266.0,84.0,0.1,0.1527192211746947,0.09163153270481682,0,0,0,0,2191570.0,3.0,-0.0,8.0,9.0,-0.0,4.1
475,2021-12-23,16555,,212.0,,39.5,,,0,0,0,0,2210245.0,3.0,0.0,8.0,9.0,-0.0,41.5
476,2021-12-24,16668,,198.0,,24.0,,,0,0,0,0,2217220.0,3.0,-0.0,8.0,9.0,-0.0,15.5
477,2021-12-27,16804,,290.0,,6.2,,,0,0,0,0,2225230.0,3.0,-0.0,8.0,9.0,0.0,17.8
478,2021-12-28,16872,,415.0,,1.3,,,0,0,0,0,2227435.0,3.0,-0.0,8.0,9.0,0.0,4.9
479,2021-12-29,16807,137.0,470.0,95.0,0.1,0.14715254851173534,0.10204008838405007,0,0,0,0,2227975.0,3.0,-0.0,8.0,9.0,0.0,1.2
480,2022-01-04,17078,,280.0,,2.8,,,0,0,0,0,2268115.0,3.0,0.0,8.0,9.0,-0.0,89.2
481,2022-01-05,16935,146.0,216.0,104.0,0.1,0.15563421363959815,0.11086272752409732,0,0,0,0,2269330.0,3.0,-0.0,8.0,9.0,-0.0,2.7
482,2022-01-06,16744,,72.0,,173.0,,,0,0,0,0,2236930.0,3.0,0.0,8.0,9.0,-0.0,-72.0
483,2022-01-07,16858,,20.0,,312.0,,,0,0,0,0,2174380.0,3.0,0.0,8.0,9.0,-0.0,-139.0
484,2022-01-10,16877,,16.5,,198.0,,,0,0,0,0,2225680.0,3.0,-0.0,8.0,9.0,-0.0,114.0
485,2022-01-11,16974,,7.0,,163.0,,,0,0,0,0,2241430.0,3.0,-0.0,8.0,9.0,-0.0,35.0
486,2022-01-12,17023,153.0,0.3,127.0,133.0,0.16225300637652565,0.13468060006417487,0,0,0,0,2254930.0,3.0,-0.0,8.0,9.0,-0.0,30.0
487,2022-01-13,16958,,171.0,,96.0,,,0,0,0,0,2267530.0,3.0,-0.0,8.0,9.0,0.0,28.0
488,2022-01-14,17106,,108.0,,96.0,,,0,0,0,0,2267530.0,3.0,0.0,8.0,9.0,-0.0,0.0
489,2022-01-17,16948,,185.0,,25.5,,,0,0,0,0,2299255.0,3.0,-0.0,8.0,9.0,0.0,70.5
490,2022-01-18,16782,,56.0,,58.0,,,0,0,0,0,2284630.0,3.0,0.0,8.0,9.0,-0.0,-32.5
491,2022-01-19,16860,217.0,0.1,144.0,132.0,0.23234834557479447,0.15418507724778988,0,0,0,0,2251330.0,3.0,0.0,8.0,9.0,-0.0,-74.0
492,2022-01-20,16532,,230.0,,78.0,,,0,0,0,0,2279680.0,3.0,-0.0,8.0,9.0,0.0,63.0
493,2022-01-21,16593,,55.0,,232.0,,,0,0,0,0,2210380.0,3.0,0.0,8.0,9.0,-0.0,-154.0
494,2022-01-24,16310,,40.0,,154.0,,,0,0,0,0,2245480.0,3.0,-0.0,8.0,9.0,-0.0,78.0
495,2022-01-25,16260,,2.7,,400.0,,,0,0,0,0,2134780.0,3.0,0.0,8.0,9.0,-0.0,-246.0
496,2022-02-07,16578,124.0,281.0,65.0,0.2,0.13502897493721575,0.07078131750741148,0,0,0,0,2314690.0,3.0,-0.0,8.0,9.0,0.0,399.8
497,2022-02-08,16800,,120.0,,20.5,,,0,0,0,0,2333365.0,3.0,0.0,8.0,9.0,-0.0,41.5
498,2022-02-09,16970,134.0,296.0,116.0,0.1,0.14254775335612552,0.12339954768142208,0,0,0,0,2342545.0,3.0,-0.0,8.0,9.0,0.0,20.4
499,2022-02-10,16909,,235.0,,47.0,,,0,0,0,0,2372245.0,3.0,0.0,8.0,9.0,-0.0,66.0
500,2022-02-11,16613,,196.0,,72.0,,,0,0,0,0,2360995.0,3.0,0.0,8.0,9.0,-0.0,-25.0
501,2022-02-14,16591,,37.0,,213.0,,,0,0,0,0,2297545.0,3.0,0.0,8.0,9.0,-0.0,-141.0
502,2022-02-15,16886,,9.5,,206.0,,,0,0,0,0,2300695.0,3.0,-0.0,8.0,9.0,-0.0,7.0
503,2022-02-16,16915,172.0,55.0,125.0,0.1,0.1835666852285984,0.13340602124171394,0,0,0,0,2393350.0,3.0,-0.0,8.0,10.0,0.0,205.9
504,2022-02-17,16898,,178.0,,109.0,,,0,0,0,0,2399850.0,3.0,0.0,8.0,10.0,0.0,13.0
505,2022-02-18,16883,,154.0,,103.0,,,0,0,0,0,2402850.0,3.0,-0.0,8.0,10.0,-0.0,6.0
506,2022-02-21,16551,,119.0,,78.0,,,0,0,0,0,2415350.0,3.0,-0.0,8.0,10.0,-0.0,25.0
507,2022-02-22,16713,,4.0,,290.0,,,0,0,0,0,2309350.0,3.0,0.0,8.0,10.0,-0.0,-212.0
508,2022-02-23,16184,189.0,0.1,117.0,124.0,0.21082075062697914,0.13050808372146327,0,0,0,0,2392350.0,3.0,-0.0,8.0,10.0,-0.0,166.0
509,2022-02-24,16281,,24.0,,478.0,,,0,0,0,0,2210350.0,3.0,0.0,8.0,10.0,0.0,-364.0
510,2022-02-25,16603,,13.5,,372.0,,,0,0,0,0,2263350.0,3.0,-0.0,8.0,10.0,-0.0,106.0
511,2022-03-01,16509,,31.0,,102.0,,,0,0,0,0,2398350.0,3.0,-0.0,8.0,10.0,0.0,270.0
512,2022-03-02,16600,215.0,0.2,148.0,104.0,0.23381253619290226,0.1609500249141839,0,0,0,0,2397350.0,3.0,0.0,8.0,10.0,-0.0,-2.0
513,2022-03-03,16339,,252.0,,101.0,,,0,0,0,0,2419350.0,3.0,-0.0,8.0,10.0,0.0,44.0
514,2022-03-04,15729,,104.0,,208.0,,,0,0,0,0,2365850.0,3.0,0.0,8.0,10.0,-0.0,-107.0
515,2022-03-07,15378,,3.6,,700.0,,,0,0,0,0,2119850.0,3.0,0.0,8.0,10.0,-0.0,-492.0
516,2022-03-08,15620,,0.8,,1040.0,,,0,0,0,0,1949850.0,3.0,0.0,8.0,10.0,-0.0,-340.0
517,2022-03-09,16107,253.0,0.1,201.0,750.0,0.28355890029120684,0.225278019598943,0,1,0,1,2094850.0,3.0,-0.0,8.0,10.0,-0.0,290.0
518,2022-03-10,15897,,600.0,,54.0,,,0,0,0,1,2094850.0,3.0,-150.0,8.0,10.0,0.0,0.0
519,2022-03-11,15911,,399.0,,77.0,,,0,0,0,1,2094850.0,3.0,23.0,8.0,10.0,-0.0,-0.0
520,2022-03-14,15556,,366.0,,32.0,,,0,0,0,1,2094850.0,3.0,-45.0,8.0,10.0,-0.0,0.0
521,2022-03-15,15658,,86.0,,102.0,,,0,0,0,1,2094850.0,3.0,70.0,8.0,10.0,-0.0,-0.0
522,2022-03-16,16170,264.0,37.0,196.0,0.1,0.29473473950087725,0.21881821569004525,0,1,0,1,2094850.0,3.0,-101.9,8.0,10.0,-0.0,0.0
523,2022-03-17,16119,,605.0,,28.5,,,0,0,0,1,2094850.0,3.0,-170.5,8.0,10.0,0.0,-0.0
524,2022-03-18,16217,,545.0,,25.0,,,0,0,0,1,2094850.0,3.0,-3.5,8.0,10.0,-0.0,0.0
525,2022-03-21,16248,,625.0,,5.7,,,0,0,0,1,2094850.0,3.0,-19.3,8.0,10.0,0.0,0.0
526,2022-03-22,16425,,655.0,,1.0,,,0,0,0,1,2094850.0,3.0,-4.7,8.0,10.0,0.0,0.0
